Name,Level,Department,Year,Non-Resident M,Non-Resident F,Unknown M,Unknown F,Hispanic M,Hispanic F,American Indian M,American Indian F,Asian M,Asian F,Black M,Black F,Pacific Islander M,Pacific Islander F,White M,White F,TwoorMore M,TwoorMore F,Total M,Total F,Total O,Total
University of Massachusetts Amherst,Undergrad,Electrical Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Massachusetts Amherst,Undergrad,Electrical Engineering (B.S.),Sophomore,3,0,5,3,0,0,0,0,0,0,0,0,0,0,13,3,0,0,21,6,0,27
University of Massachusetts Amherst,Undergrad,Electrical Engineering (B.S.),Junior,5,0,8,2,0,0,0,0,8,0,0,0,0,0,23,0,1,0,45,2,0,47
University of Massachusetts Amherst,Undergrad,Electrical Engineering (B.S.),Senior,0,0,11,3,0,0,0,0,11,0,0,0,0,0,28,0,1,0,51,3,0,54
University of Massachusetts Amherst,Undergrad,Industrial Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Massachusetts Amherst,Undergrad,Industrial Engineering (B.S.),Sophomore,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,4,0,10
University of Massachusetts Amherst,Undergrad,Industrial Engineering (B.S.),Junior,0,0,4,2,0,0,0,0,0,0,0,0,0,0,5,3,1,0,10,5,0,15
University of Massachusetts Amherst,Undergrad,Industrial Engineering (B.S.),Senior,0,0,4,2,0,0,0,0,3,0,0,0,0,0,14,4,0,0,21,6,0,27
University of Massachusetts Amherst,Undergrad,Mechanical Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Massachusetts Amherst,Undergrad,Mechanical Engineering (B.S.),Sophomore,4,0,6,2,3,0,0,0,13,3,0,0,0,0,65,10,1,1,92,16,0,108
University of Massachusetts Amherst,Undergrad,Mechanical Engineering (B.S.),Junior,16,0,11,4,3,0,0,0,14,5,0,0,0,0,111,11,2,0,157,20,0,177
University of Massachusetts Amherst,Undergrad,Mechanical Engineering (B.S.),Senior,16,3,12,7,4,3,0,0,22,4,5,0,0,0,134,16,4,1,197,34,0,231
University of Massachusetts Amherst,Undergrad,Undeclared,Freshmen,48,21,15,3,29,7,0,0,52,24,12,4,0,0,247,63,18,5,421,127,0,548
University of Massachusetts Amherst,Undergrad,Undeclared,Sophomore,32,5,9,3,7,0,0,0,24,7,14,4,0,0,94,17,4,2,184,38,0,222
University of Massachusetts Amherst,Undergrad,Undeclared,Junior,5,0,4,3,4,0,0,0,5,3,0,0,0,0,29,6,1,0,48,12,0,60
University of Massachusetts Amherst,Undergrad,Undeclared,Senior,0,0,3,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,4,0,16
University of Massachusetts Amherst,Grad,Biomedical Engineering (M.S.),Master's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Massachusetts Amherst,Grad,Chemical Engineering (M.S.),Master's,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4
University of Massachusetts Amherst,Grad,Civil Engineering (M.S.),Master's,10,7,4,3,0,0,0,0,0,0,0,0,0,0,23,6,0,0,37,16,0,53
University of Massachusetts Amherst,Grad,Computer Science (M.S.)1,Master's,190,65,5,2,5,0,0,0,18,3,0,0,0,0,38,10,2,1,258,81,0,339
University of Massachusetts Amherst,Grad,Electrical & Computer Engineering (M.S.),Master's,80,41,3,1,0,0,0,0,4,0,0,0,0,0,21,3,0,1,108,46,0,154
University of Massachusetts Amherst,Grad,Engineering Management,Master's,8,4,2,2,0,0,0,0,0,0,0,0,0,0,18,0,0,1,28,7,0,35
University of Massachusetts Amherst,Grad,Environmental Engineering (M.S.),Master's,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
University of Massachusetts Amherst,Grad,Industrial Engineering (M.S.),Master's,8,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,4,0,17
University of Massachusetts Amherst,Grad,Mechanical Engineering (M.S.),Master's,17,0,4,1,0,0,0,0,0,0,0,0,0,0,11,0,1,2,33,3,0,36
University of Massachusetts Amherst,Grad,Polymer Science & Engineering,Master's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Massachusetts Amherst,Grad,Biomedical Engineering (Ph.D.),Doctoral,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3
University of Massachusetts Amherst,Grad,Chemical Engineering (Ph.D.),Doctoral,24,13,4,4,0,0,0,0,0,0,0,0,0,0,7,6,1,1,36,24,0,60
University of Massachusetts Amherst,Grad,Civil Engineering (Ph.D.),Doctoral,21,17,3,4,0,0,0,0,0,0,0,0,0,0,7,7,0,1,31,29,0,60
University of Massachusetts Amherst,Grad,Computer Science (Ph.D.)1,Doctoral,120,39,6,5,5,0,0,0,5,4,0,0,0,0,45,12,3,1,184,61,0,245
University of Massachusetts Amherst,Grad,Electrical & Computer Engineering (Ph.D.),Doctoral,73,13,3,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,84,15,0,99
University of Massachusetts Amherst,Grad,Industrial Engineering,Doctoral,9,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,17
University of Massachusetts Amherst,Grad,Mechanical Engineering (Ph.D.),Doctoral,26,10,9,0,5,0,0,0,0,0,0,0,0,0,15,6,0,0,55,16,0,71
University of Massachusetts Amherst,Grad,Polymer Science & Engineering,Doctoral,24,19,4,2,0,0,0,0,0,3,0,0,0,0,18,12,1,3,47,39,0,86
University of Massachusetts Dartmouth,Undergrad,Bioengineering (B.S.),Freshmen,1,0,1,2,1,0,0,0,4,3,3,3,0,0,9,5,3,1,22,14,0,36
University of Massachusetts Dartmouth,Undergrad,Bioengineering (B.S.),Sophomore,1,0,0,0,1,0,0,0,1,1,1,1,0,0,4,3,0,1,8,6,0,14
University of Massachusetts Dartmouth,Undergrad,Bioengineering (B.S.),Junior,1,0,0,0,1,1,0,0,0,1,1,0,0,0,6,8,0,0,9,10,0,19
University of Massachusetts Dartmouth,Undergrad,Bioengineering (B.S.),Senior,0,0,0,0,2,1,0,0,0,2,3,1,0,0,13,9,0,0,18,13,0,31
University of Massachusetts Dartmouth,Undergrad,Civil Engineering (B.S.),Freshmen,0,0,0,0,2,0,0,0,1,0,5,0,0,0,19,2,0,0,27,2,0,29
University of Massachusetts Dartmouth,Undergrad,Civil Engineering (B.S.),Sophomore,1,0,0,0,2,0,0,0,1,0,2,0,0,0,19,4,0,0,25,4,0,29
University of Massachusetts Dartmouth,Undergrad,Civil Engineering (B.S.),Junior,0,1,1,0,2,1,0,0,0,0,3,1,0,0,14,3,1,0,21,6,0,27
University of Massachusetts Dartmouth,Undergrad,Civil Engineering (B.S.),Senior,3,2,2,0,3,0,0,0,1,0,8,0,0,0,20,5,0,0,37,7,0,44
University of Massachusetts Dartmouth,Undergrad,Computer Engineering (B.S.),Freshmen,0,0,1,0,3,0,0,0,3,0,2,1,0,0,13,1,2,0,24,2,0,26
University of Massachusetts Dartmouth,Undergrad,Computer Engineering (B.S.),Sophomore,2,0,0,0,1,0,0,0,1,0,1,0,0,0,11,1,0,0,16,1,0,17
University of Massachusetts Dartmouth,Undergrad,Computer Engineering (B.S.),Junior,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,12,1,0,13
University of Massachusetts Dartmouth,Undergrad,Computer Engineering (B.S.),Senior,0,0,2,0,2,0,0,0,2,1,3,0,0,0,11,2,1,0,21,3,0,24
University of Massachusetts Dartmouth,Undergrad,Computer Science (B.S.),Freshmen,3,2,2,1,5,0,1,0,9,0,9,0,0,0,42,5,4,0,75,8,0,83
University of Massachusetts Dartmouth,Undergrad,Computer Science (B.S.),Sophomore,3,0,0,0,0,0,0,0,3,1,1,2,0,0,38,0,1,0,46,3,0,49
University of Massachusetts Dartmouth,Undergrad,Computer Science (B.S.),Junior,2,1,1,1,5,0,0,0,2,0,9,0,0,0,41,2,2,0,62,4,0,66
University of Massachusetts Dartmouth,Undergrad,Computer Science (B.S.),Senior,3,0,3,1,1,0,0,0,3,1,1,0,0,0,42,3,2,0,55,5,0,60
University of Massachusetts Dartmouth,Undergrad,Data Science (B. S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
University of Massachusetts Dartmouth,Undergrad,Data Science (B. S.),Sophomore,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
University of Massachusetts Dartmouth,Undergrad,Data Science (B. S.),Junior,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,4,2,0,6
University of Massachusetts Dartmouth,Undergrad,Data Science (B. S.),Senior,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,4
University of Massachusetts Dartmouth,Undergrad,Electrical Engineering (B.S.),Freshmen,1,0,4,0,3,0,0,0,0,1,2,0,0,0,18,2,0,0,28,3,0,31
University of Massachusetts Dartmouth,Undergrad,Electrical Engineering (B.S.),Sophomore,0,0,1,0,0,0,0,0,0,0,4,0,0,0,23,1,1,0,29,1,0,30
University of Massachusetts Dartmouth,Undergrad,Electrical Engineering (B.S.),Junior,1,0,2,0,2,0,0,0,0,0,7,0,0,0,9,2,3,0,24,2,0,26
University of Massachusetts Dartmouth,Undergrad,Electrical Engineering (B.S.),Senior,1,0,3,0,4,0,0,0,2,0,6,1,0,0,22,0,1,0,39,1,0,40
University of Massachusetts Dartmouth,Undergrad,Mechanical Engineering (B.S.),Freshmen,0,0,2,1,9,3,0,0,0,0,4,0,0,0,55,4,1,0,71,8,0,79
University of Massachusetts Dartmouth,Undergrad,Mechanical Engineering (B.S.),Sophomore,1,0,3,0,8,0,0,0,2,0,4,0,0,0,33,5,2,0,53,5,0,58
University of Massachusetts Dartmouth,Undergrad,Mechanical Engineering (B.S.),Junior,2,0,1,0,7,0,0,0,2,1,2,0,0,0,39,7,1,1,54,9,0,63
University of Massachusetts Dartmouth,Undergrad,Mechanical Engineering (B.S.),Senior,2,0,3,0,4,0,0,0,2,1,3,0,0,0,42,4,2,1,58,6,0,64
University of Massachusetts Dartmouth,Undergrad,Physics (B.S.),Freshmen,0,0,0,0,2,0,0,0,0,0,0,1,0,0,7,0,0,0,9,1,0,10
University of Massachusetts Dartmouth,Undergrad,Physics (B.S.),Sophomore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,3,0,7
University of Massachusetts Dartmouth,Undergrad,Physics (B.S.),Junior,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,7,0,0,7
University of Massachusetts Dartmouth,Undergrad,Physics (B.S.),Senior,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,0,0,4,3,0,7
University of Massachusetts Dartmouth,Grad,Biomedical and Biotechnology Engineering (M.S.),Master's,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,5,1,0,6
University of Massachusetts Dartmouth,Grad,Civil and Environmental Engineering (M.S.),Master's,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,6
University of Massachusetts Dartmouth,Grad,Computer Engineering (M.S.),Master's,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,1,0,5
University of Massachusetts Dartmouth,Grad,Computer Science (M.S.),Master's,26,14,0,0,1,0,0,0,0,0,0,0,0,0,8,3,1,0,36,17,0,53
University of Massachusetts Dartmouth,Grad,Data Science (M.S.),Master's,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,8
University of Massachusetts Dartmouth,Grad,Electrical Engineering (M.S.),Master's,5,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,8,1,0,9
University of Massachusetts Dartmouth,Grad,Mechanical Engineering (M.S.),Master's,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,6
University of Massachusetts Dartmouth,Grad,Physics (M.S.),Master's,3,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0,8
University of Massachusetts Dartmouth,Grad,Biomedical and Biotechnology Engineering (joint Ph.D.),Doctoral,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,4
University of Massachusetts Dartmouth,Grad,Electrical Engineering (Ph.D.),Doctoral,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,7
University of Massachusetts Dartmouth,Grad,Engineering and Applied Science (Ph.D.),Doctoral,10,4,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,15,6,0,21
University of Massachusetts Lowell,Undergrad,Biomedical Engineering (B.S.),Freshmen,0,2,1,1,2,2,0,0,5,4,2,2,0,0,23,13,1,0,34,24,0,58
University of Massachusetts Lowell,Undergrad,Biomedical Engineering (B.S.),Sophomore,0,1,1,0,0,3,0,0,5,2,1,3,0,0,18,12,2,0,27,21,0,48
University of Massachusetts Lowell,Undergrad,Biomedical Engineering (B.S.),Junior,1,1,0,1,1,2,0,0,4,5,0,4,0,0,5,11,0,0,11,24,0,35
University of Massachusetts Lowell,Undergrad,Biomedical Engineering (B.S.),Senior,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,1,3,4,0,7
University of Massachusetts Lowell,Undergrad,Chemical Engineering (B.S.),Freshmen,1,1,2,0,6,1,0,0,8,1,2,1,0,0,37,10,0,1,56,15,0,71
University of Massachusetts Lowell,Undergrad,Chemical Engineering (B.S.),Sophomore,2,4,3,1,7,0,0,0,4,1,3,2,0,0,39,9,1,0,59,17,0,76
University of Massachusetts Lowell,Undergrad,Chemical Engineering (B.S.),Junior,3,3,4,0,3,1,0,0,4,1,3,1,0,0,43,4,1,0,61,10,0,71
University of Massachusetts Lowell,Undergrad,Chemical Engineering (B.S.),Senior,7,14,2,2,10,1,0,0,9,5,8,4,0,0,69,15,4,0,109,41,0,150
University of Massachusetts Lowell,Undergrad,Civil Engineering (B.S.),Freshmen,1,0,5,0,5,1,0,0,4,2,9,0,0,0,37,8,2,0,63,11,0,74
University of Massachusetts Lowell,Undergrad,Civil Engineering (B.S.),Sophomore,3,1,4,0,7,2,0,0,5,1,6,1,0,0,42,8,4,0,71,13,0,84
University of Massachusetts Lowell,Undergrad,Civil Engineering (B.S.),Junior,2,0,2,0,10,1,0,0,4,0,6,0,0,0,40,12,2,2,66,15,0,81
University of Massachusetts Lowell,Undergrad,Civil Engineering (B.S.),Senior,18,3,2,1,10,0,0,0,5,1,13,2,0,0,47,13,1,1,96,21,0,117
University of Massachusetts Lowell,Undergrad,Computer Engineering (B.S.),Freshmen,1,1,4,0,14,4,0,0,27,1,11,1,0,0,55,0,7,1,119,8,0,127
University of Massachusetts Lowell,Undergrad,Computer Engineering (B.S.),Sophomore,2,1,1,0,4,1,0,0,16,1,2,1,0,0,31,0,1,0,57,4,0,61
University of Massachusetts Lowell,Undergrad,Computer Engineering (B.S.),Junior,4,1,1,1,9,1,0,0,8,3,2,0,0,0,27,2,2,0,53,8,0,61
University of Massachusetts Lowell,Undergrad,Computer Engineering (B.S.),Senior,4,0,2,0,1,0,0,0,9,1,2,0,0,0,33,3,1,0,52,4,0,56
University of Massachusetts Lowell,Undergrad,Computer Science (B.S.)1,Freshmen,6,2,10,0,12,3,0,0,47,9,6,0,0,0,85,9,6,0,172,23,0,195
University of Massachusetts Lowell,Undergrad,Computer Science (B.S.)1,Sophomore,15,7,5,0,14,1,0,0,19,8,2,0,0,0,68,5,2,1,125,22,0,147
University of Massachusetts Lowell,Undergrad,Computer Science (B.S.)1,Junior,12,2,4,0,7,1,0,0,31,11,8,0,0,0,67,2,3,0,132,16,0,148
University of Massachusetts Lowell,Undergrad,Computer Science (B.S.)1,Senior,5,6,3,0,15,3,0,0,18,5,8,1,0,0,67,9,3,1,119,25,0,144
University of Massachusetts Lowell,Undergrad,Electrical Engineering (B.S.),Freshmen,1,0,5,2,11,2,0,0,15,2,7,0,0,1,59,2,3,1,101,10,0,111
University of Massachusetts Lowell,Undergrad,Electrical Engineering (B.S.),Sophomore,1,0,3,2,8,0,0,0,6,2,2,0,0,0,43,2,3,1,66,7,0,73
University of Massachusetts Lowell,Undergrad,Electrical Engineering (B.S.),Junior,6,1,4,0,5,0,0,0,5,3,6,1,0,0,45,8,2,0,73,13,0,86
University of Massachusetts Lowell,Undergrad,Electrical Engineering (B.S.),Senior,3,3,8,0,10,2,0,0,14,2,13,2,0,0,58,2,2,0,108,11,0,119
University of Massachusetts Lowell,Undergrad,Environmental Engineering (B.S.),Freshmen,0,0,2,0,1,1,0,0,0,2,0,0,0,0,4,7,0,1,7,11,0,18
University of Massachusetts Lowell,Undergrad,Environmental Engineering (B.S.),Sophomore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
University of Massachusetts Lowell,Undergrad,Environmental Engineering (B.S.),Junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Massachusetts Lowell,Undergrad,Environmental Engineering (B.S.),Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Massachusetts Lowell,Undergrad,Mechanical Engineering (B.S.),Freshmen,7,0,10,1,11,0,0,0,11,1,1,0,0,0,102,12,2,0,144,14,0,158
University of Massachusetts Lowell,Undergrad,Mechanical Engineering (B.S.),Sophomore,7,1,4,2,12,0,0,0,8,2,7,1,0,0,105,9,2,1,145,16,0,161
University of Massachusetts Lowell,Undergrad,Mechanical Engineering (B.S.),Junior,14,1,4,3,9,0,0,0,22,2,6,0,0,0,115,20,8,0,178,26,0,204
University of Massachusetts Lowell,Undergrad,Mechanical Engineering (B.S.),Senior,15,0,7,2,17,4,0,0,28,2,13,1,0,0,130,12,8,0,218,21,0,239
University of Massachusetts Lowell,Undergrad,Plastics Engineering (B.S.),Freshmen,0,0,1,0,1,0,0,0,2,0,1,0,0,0,16,2,0,0,21,2,0,23
University of Massachusetts Lowell,Undergrad,Plastics Engineering (B.S.),Sophomore,0,0,0,0,0,1,0,0,1,0,0,1,0,0,42,5,1,0,44,7,0,51
University of Massachusetts Lowell,Undergrad,Plastics Engineering (B.S.),Junior,1,1,0,0,2,0,0,0,3,0,1,1,0,0,25,6,1,0,33,8,0,41
University of Massachusetts Lowell,Undergrad,Plastics Engineering (B.S.),Senior,3,1,2,0,3,3,0,0,5,3,2,1,0,0,36,6,2,1,53,15,0,68
University of Massachusetts Lowell,Undergrad,Undeclared Engineering,Freshmen,1,0,3,0,11,3,0,0,22,3,5,2,0,0,55,9,2,0,99,17,0,116
University of Massachusetts Lowell,Undergrad,Undeclared Engineering,Sophomore,0,0,3,0,1,1,0,0,1,0,2,0,0,0,22,5,1,1,30,7,0,37
University of Massachusetts Lowell,Undergrad,Undeclared Engineering,Junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
University of Massachusetts Lowell,Undergrad,Undeclared Engineering,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Massachusetts Lowell,Grad,Biomedical Engineering and Biotechnology (M.S.),Master's,3,4,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,0,5,9,0,14
University of Massachusetts Lowell,Grad,Chemical Engineering (M.S.),Master's,1,3,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,8,3,0,11
University of Massachusetts Lowell,Grad,Civil Engineering (M.S.),Master's,4,3,0,0,0,0,0,0,3,1,2,0,0,0,3,2,0,0,12,6,0,18
University of Massachusetts Lowell,Grad,Computer Engineering (M.S.),Master's,19,7,1,2,1,0,0,0,1,1,2,0,0,0,10,1,0,0,34,11,0,45
University of Massachusetts Lowell,Grad,Computer Science (M.S.)1,Master's,19,12,0,0,0,0,0,0,3,0,0,0,0,0,4,2,0,0,26,14,0,40
University of Massachusetts Lowell,Grad,Electrical Engineering (M.S.),Master's,16,5,0,0,2,0,0,0,3,0,2,0,0,0,2,3,0,0,25,8,0,33
University of Massachusetts Lowell,Grad,Energy Engineering (M.S.),Master's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Massachusetts Lowell,Grad,Energy Engineering Nuclear Option (M.S.),Master's,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,5
University of Massachusetts Lowell,Grad,Energy Engineering Renewable Option (M.S.),Master's,5,3,3,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,14,4,0,18
University of Massachusetts Lowell,Grad,Engineering Management (M.S.),Master's,6,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,7,0,15
University of Massachusetts Lowell,Grad,Environmental Studies (M.S.),Master's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Massachusetts Lowell,Grad,Mechanical Engineering (M.S.),Master's,11,1,1,0,4,0,0,0,3,1,0,0,0,0,13,2,1,0,33,4,0,37
University of Massachusetts Lowell,Grad,Plastics Engineering (M.S.),Master's,11,4,0,0,0,0,0,0,0,3,0,0,0,0,6,1,0,0,17,8,0,25
University of Massachusetts Lowell,Grad,Biomedical Engineering and Biotechnology - Ph.D.,Doctoral,14,9,0,0,2,1,0,0,1,3,1,0,0,0,5,2,0,0,23,15,0,38
University of Massachusetts Lowell,Grad,Chemical Engineering - D.Eng./Ph.D.,Doctoral,5,2,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,7,5,0,12
University of Massachusetts Lowell,Grad,Civil & Environmental Engineering - D.Eng./Ph.D.,Doctoral,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2,0,12
University of Massachusetts Lowell,Grad,Computer Engineering - D.Eng./Ph.D.,Doctoral,9,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,3,0,15
University of Massachusetts Lowell,Grad,Computer Science - Ph.D.1,Doctoral,25,8,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,27,10,0,37
University of Massachusetts Lowell,Grad,Electrical Engineering - D.Eng./Ph.D.,Doctoral,18,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,20,6,0,26
University of Massachusetts Lowell,Grad,Energy Engineering (Nuclear Option) - D.Eng/Ph.D.,Doctoral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Massachusetts Lowell,Grad,Energy Engineering - D.Eng./Ph.D.,Doctoral,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,6
University of Massachusetts Lowell,Grad,Mechanical Engineering - D.Eng./Ph.D.,Doctoral,23,5,0,0,0,1,0,0,0,0,0,0,0,0,9,5,0,0,32,11,0,43
University of Massachusetts Lowell,Grad,Plastics Engineering - D.Eng./Ph.D.,Doctoral,12,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,5,0,18
McMaster University,Undergrad,Chemical Engineering,Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McMaster University,Undergrad,Chemical Engineering,Sophomore,7,6,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,0,53
McMaster University,Undergrad,Chemical Engineering,Junior,4,5,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,0,60
McMaster University,Undergrad,Chemical Engineering,Senior,7,6,38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,35,0,80
McMaster University,Undergrad,Chemical Engineering & Bioengineering,Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McMaster University,Undergrad,Chemical Engineering & Bioengineering,Sophomore,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,18
McMaster University,Undergrad,Chemical Engineering & Bioengineering,Junior,1,1,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,25
McMaster University,Undergrad,Chemical Engineering & Bioengineering,Senior,0,0,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,0,47
McMaster University,Undergrad,Chemical Engineering & Management,Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McMaster University,Undergrad,Chemical Engineering & Management,Sophomore,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6
McMaster University,Undergrad,Chemical Engineering & Management,Junior,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,6
McMaster University,Undergrad,Chemical Engineering & Management,Senior,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,18
McMaster University,Undergrad,Chemical Engineering & Society,Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McMaster University,Undergrad,Chemical Engineering & Society,Sophomore,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
McMaster University,Undergrad,Chemical Engineering & Society,Junior,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
McMaster University,Undergrad,Chemical Engineering & Society,Senior,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,17
McMaster University,Undergrad,Civil Engineering,Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McMaster University,Undergrad,Civil Engineering,Sophomore,14,6,58,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,22,0,94
McMaster University,Undergrad,Civil Engineering,Junior,9,4,60,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,20,0,89
McMaster University,Undergrad,Civil Engineering,Senior,2,2,61,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,26,0,89
McMaster University,Undergrad,Civil Engineering & Management,Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McMaster University,Undergrad,Civil Engineering & Management,Sophomore,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,10
McMaster University,Undergrad,Civil Engineering & Management,Junior,2,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,16
McMaster University,Undergrad,Civil Engineering & Management,Senior,1,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,37
McMaster University,Undergrad,Civil Engineering & Society,Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McMaster University,Undergrad,Civil Engineering & Society,Sophomore,1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,11
McMaster University,Undergrad,Civil Engineering & Society,Junior,1,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,15
McMaster University,Undergrad,Civil Engineering & Society,Senior,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,22
McMaster University,Undergrad,Computer Engineering,Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McMaster University,Undergrad,Computer Engineering,Sophomore,13,6,55,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,15,0,83
McMaster University,Undergrad,Computer Engineering,Junior,6,1,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,0,64
McMaster University,Undergrad,Computer Engineering,Senior,6,2,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,0,53
McMaster University,Undergrad,Computer Engineering & Management,Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
